state,company,model,year,original_price,accident_score,repair_cost,km_driven,fuel_type,resale_price
Delhi,MG,Hector,2016,2037000,4,25400,43671,Petrol,805000
Tripura,Honda,City,2015,1274000,4,13800,216025,Diesel,368000
Kerala,Toyota,Urban Cruiser Hyryder,2018,1388000,4,21100,66826,Diesel,931000
Assam,Mahindra,Thar,2023,1398000,9,361900,100903,Diesel,612000
Nagaland,Toyota,Innova Crysta,2016,2709000,10,454000,245159,Diesel,290000
Chandigarh,Kia,Carens,2021,1489000,5,46700,214056,Diesel,642000
Telangana,Mahindra,Bolero,2017,961000,5,30800,229721,Diesel,224000
Jammu and Kashmir,Kia,Seltos,2014,1567000,2,1400,38154,Diesel,703000
Arunachal Pradesh,Skoda,Octavia,2019,3367000,10,260600,92042,Petrol,1154000
Kerala,Kia,Carens,2022,1250000,10,299900,102311,Diesel,486000
Andaman and Nicobar Islands,Tata,Nexon,2013,1327000,8,122400,8551,Petrol,296000
Haryana,Honda,City,2023,1352000,1,2200,79950,Petrol,1106000
Karnataka,Kia,Seltos,2015,1504000,5,19000,237293,Petrol,368000
Uttarakhand,Mahindra,Bolero,2020,918000,1,200,241890,Petrol,423000
Ladakh,Toyota,Fortuner,2011,3571000,6,193900,25814,Diesel,1237000
Puducherry,Honda,Amaze,2015,807000,5,16500,218816,Petrol,250000
Jammu and Kashmir,Volkswagen,Virtus,2020,1302000,8,62700,175521,Petrol,409000
Karnataka,Maruti Suzuki,Ertiga,2021,1198000,3,19600,220051,Diesel,582000
Himachal Pradesh,MG,Astor,2015,1358000,4,17800,111623,Diesel,353000
Nagaland,Maruti Suzuki,Swift,2020,789000,6,90000,188570,Petrol,337000
Chhattisgarh,Maruti Suzuki,Dzire,2018,758000,1,300,177565,Petrol,441000
Dadra and Nagar Haveli and Daman and Diu,Tata,Tiago,2012,565000,8,101100,88830,Petrol,87000
Punjab,Mahindra,Thar,2013,1729000,7,188700,205032,Petrol,225000
Karnataka,Maruti Suzuki,Baleno,2016,754000,6,142000,168167,Petrol,235000
Uttar Pradesh,Tata,Nexon,2012,1236000,8,114500,155893,Diesel,119000
Telangana,MG,Astor,2023,1537000,4,20400,177824,Petrol,857000
Andaman and Nicobar Islands,Mahindra,XUV700,2019,2348000,3,5100,164363,Diesel,1053000
Dadra and Nagar Haveli and Daman and Diu,Mahindra,Scorpio-N,2013,1744000,7,72800,115946,Diesel,446000
Dadra and Nagar Haveli and Daman and Diu,Kia,Seltos,2018,1796000,1,4200,125354,Petrol,1049000
Delhi,Hyundai,Creta,2013,1648000,1,800,104911,Petrol,833000
Jharkhand,Kia,Seltos,2023,1530000,9,216500,220908,Petrol,551000
Delhi,Kia,Carens,2018,1510000,5,31400,230320,Diesel,412000
Andaman and Nicobar Islands,Honda,City,2013,1251000,3,14300,186102,Petrol,478000
Jammu and Kashmir,Maruti Suzuki,Swift,2014,753000,3,27700,71520,Petrol,408000
Kerala,Tata,Harrier,2016,1943000,10,277000,52982,Petrol,505000
Bihar,Kia,Seltos,2020,1760000,8,114100,212187,Petrol,574000
Haryana,Skoda,Kushaq,2020,1397000,8,122300,212875,Petrol,344000
Andhra Pradesh,Volkswagen,Polo,2023,850000,5,13000,151509,Petrol,492000
Chhattisgarh,Mahindra,Bolero,2020,902000,9,250400,20029,Diesel,345000
Dadra and Nagar Haveli and Daman and Diu,Toyota,Innova Crysta,2021,2172000,8,61800,77574,Diesel,1273000
Chhattisgarh,Tata,Nexon,2016,1153000,5,9700,193843,Petrol,330000
Sikkim,Toyota,Innova Crysta,2019,2329000,2,4700,249670,Diesel,1054000
Maharashtra,MG,Astor,2017,1379000,3,8900,98782,Diesel,543000
Himachal Pradesh,Maruti Suzuki,Dzire,2012,720000,1,600,179761,Diesel,267000
Goa,Tata,Harrier,2013,1744000,4,33200,154834,Diesel,431000
Chandigarh,Kia,Seltos,2018,1632000,4,9900,129404,Petrol,822000
Dadra and Nagar Haveli and Daman and Diu,Mahindra,Thar,2022,1743000,3,33700,53594,Diesel,1322000
Arunachal Pradesh,Volkswagen,Virtus,2018,1482000,10,349100,145185,Diesel,146000
Maharashtra,MG,Astor,2019,1275000,7,136200,29037,Diesel,478000
Jammu and Kashmir,MG,Astor,2011,1266000,1,1300,42940,Petrol,374000
Tamil Nadu,Maruti Suzuki,Dzire,2016,797000,5,41900,76378,Diesel,397000
Odisha,Volkswagen,Taigun,2010,1595000,7,197100,41773,Diesel,158000
Punjab,Skoda,Octavia,2017,3236000,5,42500,110097,Diesel,1143000
Punjab,Hyundai,Verna,2016,1423000,6,161800,238446,Petrol,264000
Sikkim,Maruti Suzuki,Swift,2015,680000,4,35800,87505,Petrol,343000
Tripura,Honda,Elevate,2012,1467000,8,70700,126740,Petrol,454000
Tamil Nadu,Tata,Safari,2013,2017000,6,172100,17988,Petrol,551000
Tamil Nadu,Hyundai,Creta,2017,1513000,4,33000,113403,Diesel,664000
Goa,Toyota,Urban Cruiser Hyryder,2018,1499000,9,398800,167729,Diesel,365000
Tamil Nadu,Honda,Amaze,2013,943000,6,118600,83259,Petrol,337000
Punjab,Honda,City,2014,1523000,2,3200,165428,Petrol,693000
Meghalaya,Honda,Amaze,2014,921000,10,241400,64353,Petrol,191000
Ladakh,Skoda,Kushaq,2010,1341000,6,181200,160535,Diesel,129000
Dadra and Nagar Haveli and Daman and Diu,Mahindra,Scorpio-N,2012,1672000,1,4700,32161,Diesel,629000
Kerala,Hyundai,Verna,2017,1402000,5,39000,90674,Diesel,621000
Uttarakhand,Toyota,Innova Crysta,2019,2479000,3,7400,39579,Petrol,1801000
Punjab,Honda,Elevate,2014,1470000,2,1200,105008,Petrol,792000
Arunachal Pradesh,Tata,Harrier,2022,1764000,4,35200,35093,Diesel,1350000
Tamil Nadu,Skoda,Octavia,2013,3085000,10,276900,91708,Diesel,323000
Puducherry,Kia,Seltos,2019,1803000,2,2100,62252,Diesel,1181000
Madhya Pradesh,Honda,Elevate,2016,1422000,2,600,63009,Petrol,906000
Puducherry,Toyota,Fortuner,2014,4462000,3,17500,238373,Diesel,1462000
Himachal Pradesh,Maruti Suzuki,Baleno,2017,772000,3,22400,81743,Petrol,462000
Gujarat,Maruti Suzuki,Dzire,2017,736000,10,317900,192224,Diesel,76000
Lakshadweep,Maruti Suzuki,Swift,2020,711000,3,42300,87258,Petrol,466000
Bihar,Tata,Nexon,2017,1253000,5,9200,119859,Diesel,464000
Assam,Honda,City,2010,1543000,4,40200,45675,Diesel,487000
Karnataka,Tata,Harrier,2015,1953000,8,138300,52493,Petrol,587000
Himachal Pradesh,Skoda,Kushaq,2013,1556000,3,6100,7442,Petrol,532000
Gujarat,Mahindra,XUV700,2013,2338000,4,17900,10758,Diesel,800000
Andaman and Nicobar Islands,Hyundai,i20,2016,946000,8,145700,210340,Petrol,152000
West Bengal,Tata,Safari,2015,2272000,6,115300,201844,Petrol,445000
Telangana,Mahindra,Thar,2012,1398000,4,43100,243612,Diesel,168000
Karnataka,Mahindra,Thar,2021,1464000,3,8100,245621,Petrol,649000
Chandigarh,Hyundai,i20,2021,790000,3,48400,47741,Petrol,559000
Telangana,Maruti Suzuki,Ertiga,2021,1204000,5,48300,113419,Diesel,721000
Gujarat,Volkswagen,Polo,2017,937000,5,32100,89178,Petrol,391000
Kerala,Honda,City,2020,1352000,4,40200,146983,Diesel,671000
Dadra and Nagar Haveli and Daman and Diu,Tata,Harrier,2011,2003000,3,25800,52154,Petrol,687000
Sikkim,Kia,Sonet,2014,1293000,5,38200,191806,Petrol,386000
Delhi,Mahindra,XUV700,2022,2069000,3,11500,25003,Petrol,1614000
Bihar,Hyundai,Verna,2010,1482000,6,194900,66788,Diesel,262000
Bihar,Hyundai,Verna,2023,1438000,8,126400,221106,Petrol,599000
Manipur,MG,Hector,2019,1816000,10,232000,167378,Diesel,221000
Rajasthan,Hyundai,Verna,2012,1145000,8,151700,42251,Diesel,198000
Puducherry,Volkswagen,Taigun,2015,1349000,5,14800,229698,Petrol,204000
Kerala,Kia,Carens,2022,1325000,10,438700,73333,Diesel,541000
Madhya Pradesh,Mahindra,Thar,2023,1692000,4,24000,56249,Diesel,1283000
Arunachal Pradesh,Honda,Elevate,2017,1653000,10,404100,138319,Diesel,275000
Chandigarh,Maruti Suzuki,Baleno,2015,725000,7,183000,165917,Petrol,167000
Rajasthan,Mahindra,Bolero,2019,999000,3,31000,189022,Diesel,408000
Maharashtra,Tata,Harrier,2014,1948000,8,180500,53493,Diesel,408000
Karnataka,Tata,Harrier,2010,2040000,2,3300,114670,Diesel,585000
Jharkhand,MG,Hector,2015,1631000,3,14900,155131,Diesel,369000
Rajasthan,Kia,Seltos,2019,1380000,6,155400,88295,Petrol,679000
Chandigarh,Tata,Safari,2019,1984000,5,48500,194456,Petrol,694000
Tripura,Hyundai,Venue,2019,1154000,1,4500,139839,Diesel,619000
Maharashtra,Hyundai,Creta,2022,1570000,1,400,228171,Diesel,874000
Manipur,Tata,Nexon,2011,1315000,3,11200,51341,Petrol,453000
Telangana,Honda,Elevate,2011,1573000,6,191100,191444,Petrol,329000
Lakshadweep,Kia,Carens,2016,1400000,1,900,83106,Petrol,849000
Mizoram,Skoda,Octavia,2014,2603000,3,49200,85109,Petrol,931000
Tripura,Tata,Safari,2018,2162000,4,25600,130944,Diesel,931000
Tripura,Kia,Sonet,2016,1360000,5,12800,201328,Diesel,380000
Maharashtra,Honda,Elevate,2019,1356000,7,88000,41938,Petrol,742000
Kerala,Maruti Suzuki,Dzire,2010,846000,3,45100,79533,Diesel,292000
Haryana,Honda,Elevate,2018,1494000,10,467000,245395,Petrol,143000
Andaman and Nicobar Islands,Tata,Safari,2019,2258000,5,42700,165685,Petrol,946000
Jammu and Kashmir,Mahindra,Thar,2010,1713000,4,33300,19945,Diesel,426000
Karnataka,Maruti Suzuki,Swift,2013,596000,3,40300,201082,Petrol,201000
Uttar Pradesh,Mahindra,Thar,2020,1362000,6,97000,17166,Diesel,758000
Ladakh,Mahindra,Thar,2018,1809000,3,32400,185646,Petrol,773000
Bihar,Maruti Suzuki,Ertiga,2021,1066000,3,35000,118297,Diesel,703000
Manipur,Tata,Tiago,2018,724000,7,103400,164754,Petrol,201000
Uttarakhand,Hyundai,Venue,2020,1145000,7,96400,147168,Diesel,450000
Meghalaya,Kia,Carens,2022,1318000,1,600,33484,Petrol,1098000
Jammu and Kashmir,Tata,Tiago,2021,728000,3,11500,164586,Petrol,390000
Kerala,Volkswagen,Polo,2023,927000,9,350000,21593,Petrol,486000
Arunachal Pradesh,Kia,Sonet,2011,1197000,1,3500,175562,Diesel,395000
Karnataka,Maruti Suzuki,Swift,2023,775000,4,9900,74835,Petrol,596000
Andaman and Nicobar Islands,Kia,Seltos,2018,1581000,2,2900,187135,Diesel,686000
Lakshadweep,Mahindra,Scorpio-N,2017,1814000,1,1200,51712,Diesel,1038000
Uttar Pradesh,Skoda,Slavia,2019,1511000,6,74700,233033,Petrol,348000
Maharashtra,Honda,Elevate,2019,1503000,3,27500,238598,Diesel,545000
Nagaland,Kia,Carens,2022,1457000,5,13900,121480,Petrol,908000
Dadra and Nagar Haveli and Daman and Diu,Tata,Safari,2014,2149000,8,153900,21496,Diesel,458000
Andhra Pradesh,Skoda,Octavia,2020,2962000,8,116800,183183,Diesel,833000
Odisha,Kia,Sonet,2018,1047000,10,364300,55735,Diesel,250000
Chandigarh,Mahindra,Scorpio-N,2018,2093000,6,104100,170128,Diesel,667000
Lakshadweep,Skoda,Kushaq,2014,1724000,10,379800,208530,Petrol,168000
Rajasthan,Maruti Suzuki,Baleno,2018,892000,7,52600,216341,Petrol,300000
Haryana,Maruti Suzuki,Baleno,2017,824000,7,154900,15245,Petrol,376000
Bihar,Maruti Suzuki,Baleno,2023,791000,6,186300,71234,Petrol,500000
Andhra Pradesh,Skoda,Octavia,2013,3066000,1,2700,234358,Diesel,503000
Lakshadweep,Skoda,Kushaq,2021,1553000,5,11900,129184,Diesel,772000
Meghalaya,Maruti Suzuki,Baleno,2017,958000,6,53300,211648,Petrol,303000
Assam,Toyota,Urban Cruiser Hyryder,2020,1547000,2,4900,110721,Diesel,1070000
Arunachal Pradesh,Toyota,Innova Crysta,2018,2345000,10,200400,73435,Diesel,1099000
Odisha,Kia,Sonet,2018,1225000,8,55100,204536,Petrol,339000
Karnataka,Kia,Carens,2010,1528000,4,33000,34621,Diesel,438000
Haryana,Maruti Suzuki,Baleno,2014,792000,5,13600,84433,Petrol,384000
Nagaland,Toyota,Innova Crysta,2016,2544000,6,93200,219564,Diesel,825000
Tripura,Tata,Tiago,2015,575000,10,287600,165243,Petrol,55000
West Bengal,Tata,Tiago,2012,736000,10,104100,37737,Petrol,88000
Odisha,Volkswagen,Taigun,2014,1391000,7,129600,130934,Diesel,208000
Rajasthan,Toyota,Urban Cruiser Hyryder,2016,1467000,3,11300,90526,Petrol,959000
Rajasthan,Maruti Suzuki,Ertiga,2012,1209000,6,141100,80358,Petrol,414000
Bihar,Maruti Suzuki,Baleno,2020,823000,2,600,53453,Petrol,616000
Jharkhand,Volkswagen,Virtus,2022,1256000,9,436900,75962,Petrol,494000
Puducherry,Toyota,Urban Cruiser Hyryder,2018,1684000,3,16900,90124,Diesel,1034000
Tamil Nadu,Tata,Harrier,2011,1761000,6,178300,136689,Diesel,272000
Andaman and Nicobar Islands,Hyundai,i20,2010,856000,1,3000,143698,Diesel,307000
Mizoram,Volkswagen,Virtus,2017,1319000,6,106300,65377,Diesel,476000
Punjab,Volkswagen,Polo,2023,963000,5,12300,196954,Petrol,494000
Punjab,MG,Astor,2014,1274000,10,206500,227142,Petrol,125000
Delhi,Skoda,Octavia,2013,2577000,9,214200,37718,Diesel,279000
Chhattisgarh,Mahindra,XUV700,2018,2305000,10,195500,245764,Diesel,241000
Jammu and Kashmir,Volkswagen,Polo,2012,909000,9,135800,217883,Petrol,94000
Dadra and Nagar Haveli and Daman and Diu,Skoda,Slavia,2014,1272000,9,328000,221848,Petrol,125000
Chhattisgarh,Toyota,Fortuner,2021,3547000,7,135600,85145,Petrol,2340000
Manipur,Volkswagen,Polo,2018,778000,2,2900,152986,Petrol,349000
Madhya Pradesh,Honda,Amaze,2017,1000000,8,166000,27969,Petrol,433000
Uttar Pradesh,MG,Hector,2013,2178000,7,85800,60024,Diesel,326000
West Bengal,Honda,Amaze,2019,779000,10,115200,155763,Petrol,222000
Lakshadweep,MG,Astor,2019,1391000,9,222700,9446,Diesel,417000
Goa,Skoda,Octavia,2018,2919000,5,16200,81155,Diesel,1251000
Jammu and Kashmir,Skoda,Slavia,2023,1450000,10,479700,180634,Diesel,385000
Andaman and Nicobar Islands,Tata,Harrier,2017,2194000,10,282700,91138,Petrol,643000
Haryana,MG,Hector,2011,1717000,10,342600,120633,Petrol,177000
Punjab,Skoda,Octavia,2019,2719000,8,71500,242844,Diesel,379000
Sikkim,MG,Astor,2014,1575000,6,75900,247598,Diesel,162000
Maharashtra,Kia,Sonet,2012,1294000,7,187200,142120,Petrol,273000
Maharashtra,Maruti Suzuki,Baleno,2015,857000,7,190600,202128,Petrol,177000
Meghalaya,MG,Astor,2011,1540000,6,53000,77116,Petrol,239000
Karnataka,Hyundai,Verna,2010,1288000,6,88700,102099,Diesel,272000
Maharashtra,Mahindra,Scorpio-N,2023,1666000,6,182300,177226,Petrol,862000
Chandigarh,Maruti Suzuki,Dzire,2020,727000,1,1000,108432,Petrol,521000
Goa,Maruti Suzuki,Baleno,2018,967000,10,348700,37938,Petrol,307000
Rajasthan,Toyota,Fortuner,2016,3692000,10,131000,16078,Diesel,1604000
Gujarat,Skoda,Octavia,2014,2661000,1,1100,90915,Diesel,1006000
Chandigarh,Mahindra,Bolero,2015,871000,9,360100,249492,Petrol,86000
Uttar Pradesh,Tata,Safari,2021,1922000,9,477800,96404,Diesel,687000
Maharashtra,Toyota,Fortuner,2010,4358000,1,2700,189631,Diesel,1885000
West Bengal,Hyundai,Venue,2014,1144000,4,10600,123059,Diesel,438000
Tripura,Mahindra,Bolero,2015,1020000,2,800,95889,Diesel,461000
Uttar Pradesh,MG,Hector,2023,1991000,4,35900,138184,Diesel,1202000
Arunachal Pradesh,Tata,Safari,2020,2528000,7,51200,104145,Diesel,1211000
Odisha,Tata,Nexon,2014,1156000,2,3400,72220,Petrol,504000
Gujarat,MG,Astor,2015,1593000,4,26900,171358,Diesel,287000
Mizoram,Maruti Suzuki,Dzire,2010,911000,9,386700,54521,Petrol,88000
Maharashtra,Maruti Suzuki,Dzire,2016,714000,7,85200,59665,Petrol,316000
Mizoram,Honda,Amaze,2022,796000,4,43800,156784,Petrol,480000
Arunachal Pradesh,MG,Astor,2010,1432000,8,155400,114678,Diesel,146000
Andhra Pradesh,MG,Hector,2018,1714000,5,45200,205155,Diesel,353000
Rajasthan,Toyota,Fortuner,2013,4427000,6,190900,222883,Diesel,1079000
Delhi,Hyundai,Verna,2013,1209000,7,194900,10576,Petrol,343000
Tripura,Honda,Elevate,2010,1620000,5,18600,58240,Petrol,563000
Maharashtra,Skoda,Slavia,2021,1376000,9,216600,99147,Petrol,530000
Odisha,Volkswagen,Virtus,2014,1196000,4,5600,29718,Petrol,432000
Haryana,Toyota,Fortuner,2020,4015000,7,56100,233942,Petrol,1619000
Uttar Pradesh,Tata,Harrier,2012,1859000,5,9400,15359,Petrol,609000
Manipur,Hyundai,i20,2015,961000,8,85100,123019,Petrol,285000
Nagaland,Hyundai,i20,2021,780000,10,390100,134695,Diesel,129000
Maharashtra,Tata,Harrier,2022,1923000,9,437200,67966,Petrol,881000
Dadra and Nagar Haveli and Daman and Diu,MG,Astor,2020,1231000,3,14400,247115,Diesel,358000
Chandigarh,Maruti Suzuki,Ertiga,2016,985000,10,313300,72045,Petrol,266000
Telangana,Hyundai,Verna,2022,1433000,3,24000,42788,Petrol,1107000
Maharashtra,Tata,Safari,2018,1936000,10,127100,222169,Petrol,274000
Tripura,Skoda,Slavia,2016,1232000,1,3900,61390,Petrol,608000
Uttar Pradesh,Volkswagen,Polo,2010,941000,3,7300,249908,Petrol,95000
Meghalaya,Kia,Sonet,2011,1280000,6,101500,154747,Diesel,251000
Arunachal Pradesh,Maruti Suzuki,Dzire,2019,792000,1,500,87048,Petrol,568000
Himachal Pradesh,Toyota,Urban Cruiser Hyryder,2010,1824000,8,106700,214329,Diesel,301000
Assam,Volkswagen,Taigun,2011,1347000,9,299600,58528,Petrol,138000
Dadra and Nagar Haveli and Daman and Diu,Hyundai,Verna,2012,1298000,1,2100,36444,Diesel,562000
Nagaland,Kia,Seltos,2011,1839000,3,40900,154285,Petrol,642000
Andhra Pradesh,Volkswagen,Virtus,2016,1319000,3,19800,19101,Diesel,533000
Himachal Pradesh,Tata,Harrier,2020,1787000,1,1200,109152,Diesel,1059000
Nagaland,Hyundai,Creta,2020,1704000,1,4800,196476,Diesel,856000
Andaman and Nicobar Islands,Volkswagen,Taigun,2010,1444000,3,32600,59589,Diesel,292000
Manipur,Tata,Safari,2020,2140000,10,257300,127059,Petrol,745000
Himachal Pradesh,Honda,Amaze,2015,988000,9,283900,158182,Petrol,152000
Himachal Pradesh,Hyundai,i20,2011,920000,9,404800,88799,Petrol,89000
West Bengal,Skoda,Slavia,2021,1607000,10,380900,79851,Diesel,526000
Puducherry,Kia,Carens,2012,1473000,8,149400,61071,Petrol,384000
Jammu and Kashmir,Skoda,Slavia,2014,1321000,9,492800,11195,Petrol,131000
Puducherry,Hyundai,i20,2017,919000,10,397400,81434,Petrol,168000
Punjab,Maruti Suzuki,Swift,2021,680000,9,205700,195342,Petrol,177000
Himachal Pradesh,Mahindra,Scorpio-N,2014,2173000,5,38400,146644,Diesel,594000
Assam,Skoda,Kushaq,2019,1328000,7,133500,143355,Diesel,374000
Jharkhand,Maruti Suzuki,Baleno,2012,739000,8,88900,57245,Petrol,222000
Sikkim,Maruti Suzuki,Baleno,2010,917000,1,100,20980,Petrol,436000
Odisha,Kia,Sonet,2011,1106000,1,0,165481,Petrol,419000
Haryana,Kia,Seltos,2023,1371000,2,3100,227925,Petrol,831000
Himachal Pradesh,Volkswagen,Taigun,2021,1695000,10,453000,223017,Diesel,183000
Assam,Kia,Seltos,2021,1620000,5,40600,93300,Petrol,1054000
Puducherry,Kia,Sonet,2016,1380000,1,400,69210,Petrol,876000
Jammu and Kashmir,Honda,Elevate,2016,1374000,2,2000,36127,Diesel,735000
Gujarat,Skoda,Kushaq,2020,1418000,9,438600,163368,Diesel,211000
Sikkim,Skoda,Kushaq,2022,1617000,3,6200,86014,Petrol,1140000
Andhra Pradesh,Hyundai,Venue,2022,1002000,5,32100,67697,Diesel,647000
Rajasthan,Kia,Carens,2014,1445000,10,469100,79287,Diesel,150000
West Bengal,Volkswagen,Taigun,2011,1597000,9,172300,20351,Diesel,166000
Arunachal Pradesh,Tata,Nexon,2012,1268000,3,47800,246343,Petrol,203000
Odisha,Maruti Suzuki,Baleno,2016,968000,1,4300,41893,Petrol,640000
Chhattisgarh,Volkswagen,Virtus,2012,1479000,4,28500,127570,Petrol,398000
Karnataka,Mahindra,Scorpio-N,2010,2183000,5,10700,7207,Petrol,636000
Puducherry,Tata,Harrier,2011,1764000,7,68200,184992,Petrol,249000
Rajasthan,Toyota,Urban Cruiser Hyryder,2020,1369000,7,80000,232089,Petrol,500000
Kerala,Mahindra,Thar,2016,1487000,1,700,11168,Petrol,874000
Ladakh,Tata,Safari,2011,1927000,3,18100,194636,Petrol,461000
West Bengal,Hyundai,Venue,2010,965000,5,39900,176668,Diesel,171000
West Bengal,Kia,Sonet,2023,1101000,5,25400,207349,Diesel,588000
Punjab,Tata,Tiago,2016,743000,5,30100,62347,Petrol,314000
Goa,Toyota,Fortuner,2017,3408000,4,25300,193528,Diesel,1531000
Mizoram,Mahindra,Scorpio-N,2016,1933000,8,157400,26777,Petrol,688000
Rajasthan,Hyundai,Creta,2020,1647000,7,168800,53043,Petrol,923000
Uttarakhand,Kia,Sonet,2022,1355000,3,13500,109907,Diesel,959000
Andaman and Nicobar Islands,Kia,Carens,2023,1376000,5,45900,226330,Diesel,671000
Goa,Tata,Nexon,2015,1250000,1,3400,8943,Petrol,669000
Punjab,Skoda,Octavia,2014,2985000,3,20400,43161,Diesel,1039000
Maharashtra,Honda,City,2016,1319000,7,193600,235347,Petrol,247000
Jharkhand,Hyundai,Venue,2016,1196000,5,44600,226112,Diesel,256000
Mizoram,MG,Hector,2016,1625000,5,23600,177995,Petrol,360000
Gujarat,MG,Astor,2018,1515000,2,4400,149292,Petrol,615000
Andhra Pradesh,Kia,Seltos,2015,1507000,10,250700,182515,Petrol,194000
Ladakh,Skoda,Slavia,2016,1436000,1,3300,145729,Diesel,519000
Arunachal Pradesh,Toyota,Fortuner,2010,4380000,2,1300,52643,Diesel,1988000
Nagaland,Hyundai,Creta,2010,1386000,7,63400,36054,Diesel,265000
Ladakh,Kia,Seltos,2013,1755000,3,11600,135199,Diesel,602000
Bihar,Mahindra,XUV700,2021,1824000,2,4900,57859,Diesel,1326000
Bihar,Hyundai,i20,2010,983000,4,24500,8461,Diesel,278000
Meghalaya,Hyundai,Verna,2019,1397000,8,195400,220649,Diesel,260000
Gujarat,Kia,Seltos,2015,1725000,10,493900,184239,Petrol,176000
Mizoram,Hyundai,Venue,2020,1214000,9,272300,127331,Diesel,386000
Haryana,Hyundai,Creta,2015,1706000,6,189000,63577,Petrol,684000
Arunachal Pradesh,Volkswagen,Taigun,2020,1526000,8,187000,232338,Petrol,292000
Chandigarh,MG,Hector,2017,2023000,7,77700,34347,Diesel,596000
Jammu and Kashmir,Hyundai,Verna,2012,1486000,4,49400,39020,Diesel,474000
Delhi,Hyundai,Creta,2023,1493000,1,3700,64424,Diesel,1273000
Gujarat,Maruti Suzuki,Baleno,2018,926000,9,292100,8912,Petrol,348000
Jammu and Kashmir,Maruti Suzuki,Swift,2014,631000,5,17700,180408,Petrol,223000
Uttar Pradesh,Tata,Tiago,2011,742000,10,119900,107420,Petrol,75000
Tripura,Skoda,Slavia,2014,1546000,8,55200,109440,Diesel,290000
Tamil Nadu,Hyundai,Verna,2011,1347000,10,291200,69463,Petrol,148000
Bihar,Hyundai,Verna,2023,1454000,7,69100,43061,Petrol,1040000
Andhra Pradesh,Mahindra,XUV700,2023,2014000,9,235300,175073,Petrol,845000
Maharashtra,Hyundai,Creta,2014,1535000,5,38000,147037,Petrol,531000
Andhra Pradesh,Honda,City,2019,1500000,2,100,217171,Diesel,682000
Assam,Tata,Nexon,2011,1153000,8,145600,103843,Diesel,118000
Uttar Pradesh,Mahindra,XUV700,2019,2206000,6,111000,231099,Diesel,566000
Goa,Maruti Suzuki,Dzire,2011,684000,5,37700,235808,Diesel,108000
Jharkhand,Volkswagen,Polo,2019,986000,7,82100,211369,Petrol,222000
Puducherry,Toyota,Innova Crysta,2023,2683000,3,40800,34141,Petrol,2419000
Delhi,Toyota,Fortuner,2019,3561000,10,361000,102547,Petrol,1615000
Mizoram,Tata,Safari,2020,2434000,10,342100,16957,Petrol,1072000
Tripura,Maruti Suzuki,Baleno,2014,798000,6,123400,119067,Petrol,301000
Chandigarh,Tata,Nexon,2017,1149000,1,3800,31672,Petrol,659000
Jammu and Kashmir,Volkswagen,Taigun,2022,1438000,8,189300,74094,Petrol,753000
Bihar,Mahindra,Thar,2014,1594000,9,108400,64839,Petrol,458000
Odisha,Hyundai,Venue,2015,1101000,8,97500,189989,Diesel,159000
Kerala,Toyota,Innova Crysta,2016,2703000,9,311200,184634,Petrol,862000
Kerala,Skoda,Octavia,2010,3301000,7,162400,122622,Diesel,318000
Andaman and Nicobar Islands,Kia,Carens,2017,1277000,4,27200,22720,Petrol,735000
Uttar Pradesh,Volkswagen,Virtus,2015,1480000,3,19300,163267,Diesel,396000
Dadra and Nagar Haveli and Daman and Diu,MG,Hector,2020,1847000,1,2200,186949,Diesel,811000
Manipur,Tata,Nexon,2022,1270000,4,22000,102128,Petrol,823000
Arunachal Pradesh,Skoda,Octavia,2017,3245000,10,319200,57432,Petrol,962000
